name,gmap_id,descrption,category,facilities,text,amenidades
Cabins at Grand Canyon West,0x80cc1252c278c2b9:0x49e25fd1dade93f2,,['Hotel'],,,
Lytton Station Vineyard Vista,0x80841051312f2585:0xa9f6d1e681f84ccc,,['Hotel'],,,
Golden Grove Townhome Corporate Stay,0x80dcd9a8ddafe707:0x59ef243f1b9ef784,,['Extended stay hotel'],,,
Red Carpet Inn,0x88f1fec96aa2bb3f:0x51b7a2b9c4879d2,,['Hotel'],,,
Sunny Fort Myers Rentals,0x88db3f000732ef7f:0x19d90f4f316cbc5c,,"['Condominium rental agency' 'Golf course' 'Resort hotel'
 'Vacation home rental agency']",['Wheelchair accessible entrance'],,resort
Man Size Tree House,0x87b5adf8c4615259:0x93f9df3abc754e83,,['Hotel'],,,
The Lodge at The International,0x89e3f23e35459367:0xb2974584413c9c6,Warm rooms in an upmarket hotel with a stylish restaurant & views of The International golf course.,['Hotel'],,,restaurant
Crowne Plaza Charlotte Uptown,0x8856a0209455ab95:0xb7848d1916537449,,['Hotel'],,,
Mission Accomplished East and West,0x89a8fb1f018f04af:0x6237248cf353d7a9,,['Hotel'],,,
American Inn,0x87c0e294782ade51:0x71dbd3db97bce212,Unpretentious rooms with complimentary WiFi in a budget option offering an outdoor pool.,['Hotel'],,"Nothing special here. Been here dozen of times, because of work. It seems like everytime I leave you I feel dirtier than when I got there. There's no breakfast and if you go to the back of the hotel it seems like you're in the projects. Watch your six here","wifi, pool"
The Cedars Resort,0x4d35899ac0183ff9:0x6754d97bf46b1099,,['Resort hotel'],,,resort
Jameson Inn,0x886bb9292e55dcfb:0x4c58c4416becee12,"Traditional rooms, some with whirlpool tubs, in a roadside hotel with indoor pool & free breakfast.",['Hotel'],,,pool
Kuza Garden Cottage,0x5495a6e763176b2d:0x35d5e93df0576319,,['Hotel'],,,
Residence inn,0x876c7d804e9554d1:0x34bd667d45aa9b57,,['Hotel'],,,
Malvern Depot,0x8794856d19183457:0x71d042868abcc6b9,,['Hotel'],,,
Alpine Motel,0x8867b90fcfc7ba9d:0xdaae52c29e2ee719,,['Hotel'],,,
Xanadu Salon and Spa,0x864721ea71232e53:0x10b74df4110d5341,,"['Spa' 'Barber shop' 'Beauty salon' 'Day spa' 'Facial spa' 'Hair salon'
 'Massage spa' 'Massage therapist' 'Nail salon' 'Resort hotel'
 'Tanning salon']","['Wheelchair accessible entrance' 'Wheelchair accessible restroom'
 'Gender-neutral restroom' 'Restroom']",I had Sophia bleach and tone my hair even though it was bleached before and red color over it. It was not an easy job and she couldn’t have a better job because it came out perfect! Also Regan is the best!!,"massage, resort, spa"
Pursell Farms,0x888951ddda02f2ab:0xacc0b545d3833d6a,,['Hotel' 'Cottage' 'Resort hotel' 'Wedding venue'],,,resort
Eastland Hotel,0x8824d6e1fe1e747f:0xc8095268889e2428,,['Hotel'],,"Kool
Good enough",
Hays Ambassador Hotel & Conference Center,0x87a17908a80b7481:0x57c9b757a854bc5d,"Straightforward option offering free WiFi & breakfast, plus an indoor pool with a waterslide.",['Hotel' 'Extended stay hotel'],,,"wifi, pool"
Blue Heron 1005 Rental Condo bh4rent.com,0x88dd8031130037e5:0xfb16d93b5d9a8016,,['Holiday apartment rental' 'Resort hotel'],,,resort
Windwood Inn,0x889a8a0f16241c7d:0xae32fa59c5d63398,"Budget pick offering free continental breakfast, fridges & microwaves in-room & a pool.",['Hotel'],,Very polite front desk. Eager to accommodate your needs. We'll always come back,pool
IHG Army Hotels Hotels LaCasita,0x80d65fc4bdc65ed9:0x81a66053b1203b89,,['Hotel'],,,
Sandpiper Inn,0x8621ac6540f8a729:0x7d0142e10b223723,,['Motel' 'Hotel'],,As always rooms are very clean some rooms you can sleep six people the only problem I have is that wish they had a place to cook and a big refrigerator other than that it's a nice place to stay,
Best Western,0x89c2fae351eaaaab:0xd0779a1cb851da6f,,['Hotel'],,,
Days Inn by Wyndham Indiana Benjamin Franklin Highway,0x89cb459332017015:0x3e7f98acdd7f6cf4,,['Hotel' 'Lodge'],,,
Dream Catcher Estates,0x89db13ecafbbe529:0xd5c805963c226bc6,,['Lodge' 'Resort hotel'],,For non-fly fishers this is a lovely getaway location from city life. Calm and serene environment to recharge. The owner and staff are very nice and helpful.,resort
Microtel Inn & Suites,0x863b8c7c1daf1195:0xf92c0ea64652b372,,['Hotel'],,,
Hotel Miami,0x88d9026d0b35a6f3:0x867bafb869d92a6a,,['Hotel'],,,
Danville Royal Lodge,0x8852b333d40133f1:0x6f651ebb656695fc,,['Fraternal organization' 'Resort hotel'],,,resort
Penns Creek Lodge at Laurelton,0x89cedfe1307d2ea1:0xb014bb347df53900,,['Hotel'],,,
My Place Hotel-Beatrice NE,0x8796678866824721:0x49cd9c6df9cc7197,,['Hotel'],,,
Lasting Impressions Cabin Eden Crest,0x885bfc63af129625:0xf5638891705439f7,,['Hotel'],,,
Shangri-La Paradise,0x80e9a59f1af1933d:0x30a5a3e55393c149,"Private cottages on the grounds of a serene spa, plus free WiFi & continental breakfast. ","['Resort hotel' 'Beauty salon' 'Catering' 'Chiropractor' 'Massage spa'
 'Spa']",,,"wifi, massage, resort, spa"
Relax Inn,0x89c7b8935b5fce6b:0x17c95de613da4755,,['Hotel'],,,
Cedar Hollow Bed & Breakfast,0x87d25388427610e9:0x1220b737f818904d,,['Bed & breakfast' 'Hotel' 'Indoor lodging' 'Motel'],,,
Brownies Cabins,0x89fb6721d867ed31:0x4a011977aa8300ba,,['Hotel'],,,
DeBourge Guesthouse,0x87d94e800f2ef1c9:0x769ae8af763156a6,"Warm B&B featuring a relaxed TV lounge, a porch & a shared kitchenette, plus free Wi-Fi.",['Bed & breakfast' 'Guest house' 'Hotel' 'Indoor lodging' 'Inn'],,"MORE than 5 stars!! We really enjoyed our stay here. Everything was clean, spacious, and comfy. Bridgette is wonderful! Very accommodating, sweet, and friendly. I especially loved the atmosphere. So much thought and love are put into every detail from decorations to security to providing toiletries you may have forgotten or need. Delicious breakfast, too. We'll be back!",spa
Martha's Place Hotel,0x86dc2076019c593b:0x21eb1c0d496e4c9b,,['Hotel'],,,
Red Hotel LLC,0x88237ed89272a933:0xfae9725c54b93020,,['Hotel'],,,
SpaTerre Key West,0x88d1b6ec93e2df07:0xa8e52e5d61989524,"Serene lodgings with free Wi-Fi & whirlpool tubs, plus on-site dining, a spa & a pool bar.","['Resort hotel' 'Day spa' 'Facial spa' 'Massage spa' 'Massage therapist'
 'Spa']",,,"pool, massage, resort, spa"
Airstream Houseboat-Yacht Rental In Scenic Lake Travis Cove,0x865b31dcd6a0aca1:0x565340c3e972d3cc,,['Hotel'],,,
Cove Beach,0x54d4e5f85aada64d:0x5ff68c40d47726af,,['Resort hotel'],,,resort
Gilt,0x89c258fc6c3037df:0x4c0fd32b72899779,,['Hotel'],,,
Ginosi Washington Apartel,0x89b7b78bee003163:0x9e9c7741ff2c2b65,"Refined apartment-style units with kitchens, plus a pool, library, sundeck & fitness center.",['Hotel'],,,"pool, fitness"
SoMo Cabin,0x886c6d74af029867:0xb2077a619f777532,,['Resort hotel' 'Pet friendly accommodation' 'Self-catering accommodation'],,,resort
Glocca Morra Inn,0x536be247d3764969:0x85e359469f062396,,['Hotel'],,,
Havasu Landing Resort,0x80d1ec3df7c7a68f:0xb43cf96a7df0b615,,['Hotel'],,,
Natural Springs Resort,0x884007ed1712bf37:0x10015fb7ab82ad7e,,['Hotel'],,,
Alon Las Vegas,0x80c8bfd96e5bbe3f:0x14f7f720efdce2a3,,['Resort hotel' 'Hotel'],,,resort
Lifestyles Resorts & Spa,0x88e778dcc76bc015:0xf6c9873398e9f2f8,,['Resort hotel' 'Spa'],,,"resort, spa"
Burney Falls Lodging,0x54cd0d20f847e9e1:0xf224fa4ea6e41bcd,,['Hotel' 'Property management company'],,Yearly stay on Memorial day. Always good for a room even though busy. I suggest get reservations,
Anchor STUDIOS / HOTEL,0x88d9ba0c61361127:0xde86ec7d6c3d513b,,['Hotel' 'Furnished apartment building'],,,
Coleman Tower,0x86685f2c4c20621d:0x1508d53b94fb0a10,,['Hotel'],,,
Stay Alfred on 14th Street,0x89b7b7eabc3a975d:0x36dd303af2d306b6,,['Hotel' 'Vacation home rental agency'],,,
Oceanfront Resorts & Beachside Condo Rentals,0x8833b69c357ac66f:0xec661f639c5931e1,,"['Condominium rental agency' 'Hotel' 'Resort hotel' 'Travel agency'
 'Vacation home rental agency']",['Wheelchair accessible entrance'],"It's a great place to stay beachfront. Great prices, perfect location on the quiet west end of the main strip. We loved it and it's going to be our go to place to stay when we go back every year.",resort
Jewell Lake Resort,0x8820ad4302a1d5d7:0xfa85cf777030445f,,['Hotel'],,,
Art Deco Wing of The Betsy Hotel,0x88d9b490154128af:0x4d142ebcb5fa2c50,,['Hotel'],,,
Bluebird Lane Quilting and Crafting Retreat,0x87b69b642ab4f7e3:0xb88d3218865c3afe,,['Hotel'],,,
Rodeway Inn,0x864f8179f383bb3f:0x9f338fdbdeb26c68,"Low-key rooms in a casual hotel offering a seasonal outdoor pool, plus free breakfast & Wi-Fi.",['Hotel' 'Lodge' 'Motel'],,,pool
Freymoyer's Hotel & Restaurant,0x89c677758d82b37d:0x563e70418e913854,,['Hotel' 'Restaurant'],,,restaurant
Boathouse Barndos,0x8669e732cdb63ca1:0x13f5b5923f4e600c,,['Hotel' 'Lodge' 'Motel'],,,
Magnuson Hotel and Suites Gulf Shores,0x889a04ce45e4b54b:0x69dd99eebda77346,"Simple lodging with free breakfast, Wi-Fi & parking, plus an indoor pool & a business center.",['Hotel' 'Inn'],,"Amazing hotel all around! Clean rooms, very nice staff, and great location! Will be coming back every chance we get! God Bless!","pool, parking"
Little Washington Spa,0x89b4332bcee483a3:0x29ff74a42c21076d,,['Day spa' 'Hotel' 'Spa' 'Thai massage therapist'],,,"massage, spa"
Central Hotel & Central Liquor,0x87a89ea6f402123d:0x7e2168ba411fc1b8,,['Hotel'],,,
Vendome Hotel,0x808f9e7a084f7291:0x5511d579cbdb549f,,['Hotel'],,,
Summit Inn and Suites,0x8640bfeb782384ab:0x2b855859e2ca69c2,Simple rooms & suites with casual decor in a basic motel offering free parking & Wi-Fi.,['Motel' 'Hotel'],,"This isn't your prime location but the place is decent.
My family had to relocated here for about 2 months now and we have had no major issues.
As of 1-19-18 they were in the process of doing renovations such as changing all of the locks on the room doors, they added a breakfast area in the lobby, and also updated some of the rooms.
We had the comfort of being in an efficiency style room with a full kitchen (stove/oven, refrigerator, and cabinets). I have kids so this was very much needed.
The staff is friendly and they don't impose.
The parking lot is always clean. I haven't heard an abundance of noise while being here and the traffic is not bad. But if you are picky and prefer luxury and/or upscale hotels; you should probably check their other property Hotel Ylem on S.Main. Overall
I am satisfied with my stay here at Econo Lodge and would recommend it.","parking lot, parking"
Caboose Salon Laurel MT,0x53488e14b1815887:0x59ff658249c587d8,,['Hotel'],,,
Tranquilty Rocks,0x54c1dbed6b6c0eb3:0xdb35e66d9002cee6,,['Hotel' 'Holiday apartment rental'],,,
Short Stay Lodgings,0x5491751d78d29169:0x3313e9949eaf68a4,"Cozy hotel offering relaxed quarters with free WiFi & kitchens, plus a deck with a BBQ grill.",['Lodging' 'Hotel'],['Wheelchair accessible entrance'],,wifi
Oakwood Residence Sixth Avenue,0x89c259a8d3694aad:0x53bb7b3cfa9dcc1a,,['Hotel' 'Apartment building' 'Serviced accommodation'],,,
American Inn,0x88ff5d558ea408b3:0xea8c5c1720e90940,,['Hotel'],,They used to be a good motel years ago. Now they have roaches...the cleaning people dont come by to see if you need anything you have to go up front. Just weird people. If you dont have to stay here PLEASE DONT.,
Holiday Inn St. Joseph Riverfront/Hist.,0x87c01b06036d90a5:0xa52fae6d5b389fc5,"Contemporary lodging with an indoor pool & sauna, plus an on-site restaurant where kids eat free.",['Hotel'],,,"restaurant, pool"
55 E Washington,0x880e2d8069c41243:0x168be0673ad575c0,,['Hotel'],,,
Emerald Coast Resort,0x8893f29a74157061:0xac86ffd7e5a6d26a,,['Hotel'],,,
Foster's Alaska Cabins,0x56c664a206912b9d:0x1a42fc77de603b22,,['Hotel'],,,
Hampton Inn Longview,0x86364806b49f03ad:0xfd33b8ca599e4aa3,,['Hotel' 'Conference center'],,,
Shapley Apartments,0x87b209718d7570d3:0xf6217bc90d72d5e5,,['Hotel'],,,
Brightons Orangerie,0x89c803614f04b2eb:0xac74faefc826aba7,,['Hotel'],,,
Black River Cozy Cabin,0x87d9db8458587acb:0x58529e69f3292956,,['Hotel'],,,
Quality Inn & Suites North,0x8838f4a9657570d7:0x58597a50bb2ddbc,,['Hotel'],,,
Emerald Ridge Sub Division,0x88892dc32d67742d:0x91dc8f0e85b37f5e,,['Resort hotel'],,Nice homes in fairly new subdivisions.,resort
Pine Cliff Resort,0x80960c5b4af198e7:0x1756cba0b44b78a2,,['Cabin rental agency' 'Hotel'],,,
Kealakekua Bay Bed and Breakfast,0x7954013b48055df9:0x149da26a40128326,"Tropically set B&B featuring ocean views, island-style quarters & a gourmet breakfast.",['Bed & breakfast' 'Hotel'],,,
Bull Hollow Lodge,0x89cc538cbde0e42d:0x5cea771640cf29bf,,['Camp' 'Hotel' 'Lodge'],,,
Beaver Creek Auto Rentals,0x56e73c5d1821d9b1:0xbf81c097805429ad,,['Car rental agency' 'Extended stay hotel' 'Guest house'],,,
Hickory Star Pool,0x885c68ee495a8eab:0xf0a98d9f9e40a76f,,['Resort hotel' 'Marina'],,Great place to take the kids on a hot summer day,resort
Buffalo Bill's House,0x883523f92ead82d7:0x2c4caef58a133f47,,['Hotel' 'Indoor lodging'],,,
Aala Loop Inn,0x795234ea266d8d95:0x6c7d546b765f01e8,,['Hotel'],,,
gasthof village inn,0x886dd7e5feeca8d3:0xd7264e970de63784,,['Hotel'],,,
St. Rita Hotel,0x89c10019d29fe0fb:0xcec1500f0b678784,,['Hotel'],,,
Holiday Inn Express by IHG,0x80c29d92d2ee7be3:0x83470e9ebf3df73e,"Unpretentious property featuring simply furnished quarters, plus Wi-Fi & parking.",['Hotel'],,,parking
H and H Trailor Park,0x86d80b463b3665b7:0xa04ea09ad7a26562,,['Hotel'],,,
Americas Best Value Inn,0x52b6bc6031cf13a1:0x9bbf620d8c224e7d,"Simple lodging with a business center, plus complimentary continental breakfast & WiFi.",['Hotel' 'Motel'],,,wifi
Hot Springs Inn,0x86df82f8c206eda3:0x29009822ffdfa19c,,['Hotel'],,,
Wilderness Retreat Cabins,0x88074662dd5be381:0x3fc1e4d73944fd62,,['Hotel'],,"Best place to stay in the Dells. Quiet, beautiful, away from the hustle and bustle, and easy access to all the local attractions.",
Knights Inn Manning,0x88ff6d471dfac6d5:0xdaca7e61f962ea9c,,['Hotel' 'Motel'],,"I am in transition to a new home. I stayed here for 3 nights when I found red bites all over my arms. I found bedbugs. I went to management, he gave me a new room. Found bedbugs AGAIN! Was given another room, no bedbugs. I never saw pest control come out and treat the rooms. Also, rented out first room 2 days AFTER I moved out. No room service at all while I was there (a week). No mini fridge or microwave. There was only 3 channels on t.v. that didn't have static... HORRIBLE PLACE... HERE IS YOUR SIGN.. DO NOT STAY HERE!!!",
La Quinta Inn Huntsville Space Center,0x88626b78c2af653f:0x2a2d79847814302f,"Understated property with an outdoor pool, plus free continental breakfast, parking & WiFi.",['Hotel' 'Indoor lodging' 'Inn'],,,"wifi, pool, parking"
Coastal Hideaways,0x54ea8db53324cf73:0x7e0a2f10dece1dd2,,['Resort hotel'],,,resort
Super 8 Annapolis MD,0x89b7f7f62b7972bb:0xba2684db31e4a07b,"Straightforward budget hotel offering free continental breakfast, WiFi & bus/truck parking.",['Motel' 'Hotel' 'Inn' 'Lodge'],,,"wifi, parking"
Shamin Hotels Inc,0x89ba830ea4c05a5f:0xf8ceb0d6fecf0642,,['Hotel'],,,
Paugus Bay Condominium Association,0x4cb33694d4c30c0f:0x522ed2e9dbf2e98c,,['Extended stay hotel' 'Association or organization' 'Hotel'],,,
Mountain Laurel Rest,0x8858df5f9e4704bb:0xcc4cf29a75372a5e,,['Bed & breakfast' 'Hotel' 'Retreat center'],,,
Atlantic Oceanside Suites,0x89b8b61b06b66e35:0xdb94dc48402c9e22,"Simple hotel offering rooms & suites, some with kitchenettes, plus complimentary parking & Wi-Fi.",['Motel' 'Extended stay hotel' 'Hotel'],,,parking
Meraki Lodge,0x549b9d4ad8f113d5:0x8258a10cca866a62,,['Hotel' 'Group accommodation' 'Lodge' 'Motel'],,,
Copper Kettle Motel,0x89dc4ca7b63134bf:0xaf23c9cf30d4bf44,"Rustic rooms & a cottage in a laid-back motel offering a restaurant, a bar & free Wi-Fi.",['Hotel'],,Great place for drinks and food. Really nice Inn too,"restaurant, food"
Skyo Lodge,0x549727e3c2bd17a3:0xd5a2eeb632834fff,,['Hotel'],,,
Gordon Motel Apartments,0x88f9d0e3efae9543:0x6027aaa38ff67e0f,,['Business center' 'Extended stay hotel' 'Motel'],,,
Howard Johnson Saint Robert Near Fort Leonard Wood,0x87dadd7deffeb753:0x22b9d6cc43e326ea,Low-key rooms with kitchenettes in a down-to-earth hotel featuring a gym & free breakfast.,['Hotel' 'Inn' 'Lodge' 'Motel'],,Great place to stay overnight. Very clean and right next to Wal Mart and restaurants,"gym, restaurant"
Pescadero's Historic McCormick House Inn,0x808f0736ddae60f1:0x116dbb485d644d2e,Quaint guesthouse in a 1860s house with a terrace & 2 cozy rooms with tea & coffeemaking facilities.,['Hotel' 'Indoor lodging' 'Inn' 'Motel'],,,
Abandoned Motel,0x873f6f205e1f04c9:0x4c54038cb37e0595,,['Hotel'],,,
The Roslyn Cleaners,0x89c287bf9e904e67:0xa13fc12cea21c48c,,"['Dry cleaner' 'Hotel supply store' 'Laundry service' 'Shoe repair shop'
 'Tailor']",,,laundry
Rimrock Country Cottages,0x89c48a659a0e3dcb:0x7f1601344d05e0ee,"Woodsy lodging offering rustic cottages with fireplaces, BBQ grills & kitchenettes or kitchens.",['Cottage' 'Resort hotel'],,,resort
Anna's Cabana,0x88dd796f1ba8256d:0x54fd5205ec30fca8,,['Resort hotel'],,,resort
Old Factory Getaway cabin,0x86335fd8fedcb2ed:0xcfc1d166c1304826,,['Hotel'],,,
Rosens,0x89dca5139943d611:0x67b9fd9133a4484f,,['Hotel'],,,
Paradise cabin,0x885bfdf3fb615473:0x443167dde10bb603,,['Hotel'],,,
All Pine Inn Resort,0x52b0d6d93e0672e5:0x4fa0cfe4d332cae9,,['Campground' 'Resort hotel'],['Wheelchair accessible entrance' 'Good for kids'],Absolutely love this place. Parts of it are modernized and parts are still rustic. Great place to stay and jump right on the 4wheeler trails.,resort
Dorado Inn,0x809d0df44f33fe4b:0x37c76db8afd7e0cc,,['Resort hotel' 'Hotel'],,,resort
Vacation Home,0x87c4c685c23ddd7b:0xb48dc8ad8a232b06,,['Hotel'],,,
Embassy suites,0x8864679b21288857:0xd2b96c805d65dc4a,,['Hotel'],,,
Mystic Landing Tinyhouse,0x8850b3986184bac5:0xa6111b7d2c0b46e2,,['Hotel'],,,
Holiday Inn Express & Suites Lincoln North,0x8796b94989928343:0x77b98bf58f3f4e49,"Modern accommodations with an indoor pool & fitness center, plus free breakfast & WiFi.",['Hotel'],,,"wifi, pool, fitness"
bachelorette Party Las Vegas Massage party,0x80c8c517f9fa1c3b:0xe7551be20a45ede5,,['Resort hotel' 'Club' 'Dance club' 'Day spa' 'Night club' 'Swimming pool'],,,"pool, resort, Swimming, spa"
Traditional Devon,0x89b5d474390bc33b:0xd00078954c9ff363,,['Hotel'],,,
